Marca;Modelo;Comb;Faixa;Ano;Valor;Nome;;;
VOLVO ;NEOBUS ROAD R;D;>100;2016; 287.246 ;NEOBUS;;;
JAGUAR ;XJ SCSUPERSPORT;G;>100;2013; 287.143 ;XJ;;;
VOLVO ;FH 540 6X2T;D;>100;2017; 287.135 ;FH;;;
BMW ;X4 XDRIVE30I;G;>100;2019; 287.130 ;X4;;;
AUDI ;R8 4.2 FSI;G;>100;2009; 287.061 ;R8;;;
VOLVO ;XC90 T6 INSCRIPT;G;>100;2019; 287.010 ;XC90;;;
VOLVO ;MPOLO AUDACE R;D;>100;2016; 286.371 ;MPOLO;;;
BMW ;X3 M40I;G;>100;2017; 285.249 ;X3;;;
VW ;MPOLO TORINO U;D;>100;2021; 285.095 ;MPOLO;;;
BMW ;Z4 SDRIVE30I;G;>100;2020; 285.047 ;Z4;;;
AUDI ;Q5 2.0T BLINDADO;G;>100;2019; 284.859 ;Q5;;;
VW ;MPOLO SEN MIDI E;D;>100;2021; 284.826 ;MPOLO;;;
CHEVROLET ;CORVETTE Z06;G;>100;2019; 283.988 ;CORVETTE;;;
VW ;17.330 CRC 4X2;D;>100;2021; 283.798 ;17.330;;;
BMW ;540I;G;>100;2018; 283.738 ;540I;;;
VOLVO ;VM 330 8X4R;D;>100;2020; 283.624 ;VM;;;
VW ;MPOLO PARADISO R;D;>100;2017; 283.529 ;MPOLO;;;
VOLVO ;FH 540 6X4T;D;>100;2015; 283.371 ;FH;;;
VOLVO ;BUSSCAR PANORAMI R;D;>100;2011; 283.288 ;BUSSCAR;;;
AUDI ;RS6 AVANT 4.0TFSI;G;>100;2013; 283.118 ;RS6;;;
AUDI ;Q7 3.0TDI;D;>100;2017; 282.844 ;Q7;;;
VW ;24.260 CRM 6X2;D;>100;2021; 282.772 ;24.260;;;
VOLVO ;FM 460 6X4T;D;>100;2017; 282.759 ;FM;;;
BMW ;X3 XDRIVE30E;G;>100;2020; 282.722 ;X3;;;
VOLVO ;MASCA ROMA ON;D;>100;2019; 282.582 ;MASCA;;;
VOLVO ;MPOLO VIAGGIO R;D;>100;2019; 282.113 ;MPOLO;;;
AUDI ;Q5 2.0TSFI BL;G;>100;2019; 281.940 ;Q5;;;
AUDI ;A6 LM 3.0TFSI;G;>100;2019; 281.748 ;A6;;;
VOLVO ;S90 T8 INSCRIPT;G;>100;2019; 281.480 ;S90;;;
VW ;MASCA ROMA;D;>100;2018; 281.059 ;MASCA;;;
VOLVO ;FH 500 6X2T;D;>100;2017; 280.993 ;FH;;;
FORD ;MUSTANG GT;G;>100;2020; 280.935 ;MUSTANG;;;
VOLVO ;XC60 T8 POLESTAR;G;>100;2019; 280.290 ;XC60;;;
BMW ;530E IPERFORMANCE;G;>100;2019; 279.627 ;530E;;;
VOLVO ;FH 460 8X2T;D;>100;2016; 279.627 ;FH;;;
VOLVO ;VM 330 8X2R;D;>100;2020; 279.550 ;VM;;;
VOLVO ;FM 500 6X4T;D;>100;2016; 279.519 ;FM;;;
VW ;31.330 CRC 6X4;D;>100;2020; 278.517 ;31.330;;;
VW ;26.420 CTC 6X4;D;>100;2019; 278.386 ;26.420;;;
JAGUAR ;F TYPE S CABRIO;G;>100;2014; 278.325 ;F;;;
JAGUAR ;F TYPE SCOUPE;G;>100;2015; 278.299 ;F;;;
VOLVO ;COMIL CAMPIONE DD;D;>100;2015; 278.168 ;COMIL;;;
VOLVO ;IRIZAR PB R;D;>100;2016; 278.137 ;IRIZAR;;;
AUDI ;Q5 2.0TFSI;G;>100;2021; 277.757 ;Q5;;;
BMW ;530I;G;>100;2019; 277.611 ;530I;;;
VOLVO ;XC40 T5H RDESIGN;G;>100;2021; 277.320 ;XC40;;;
VW ;24.260 CRM 6X2 4P;D;>100;2021; 277.035 ;24.260;;;
BMW ;X5 M50D;D;>100;2016; 276.782 ;X5;;;
BMW ;X6 XDRIVE 35I;G;>100;2017; 276.655 ;X6;;;
CHEV ;CAMARO 2SS CONV;G;>100;2018; 276.279 ;CAMARO;;;
JAGUAR ;XFR 5.0 V8 SC;G;>100;2014; 276.055 ;XFR;;;
VW ;MPOLO IDEALE R;D;>100;2017; 275.409 ;MPOLO;;;
VW ;18.320 EOT IRIZAR PB;D;>100;2017; 275.177 ;18.320;;;
VOLVO ;VM 270 8X4R;D;>100;2020; 274.845 ;VM;;;
JAGUAR ;F TYPE S CABRIO;G;>100;2013; 274.650 ;F;;;
DODGE ;VIPER SRT 10;G;>100;2010; 274.475 ;VIPER;;;
VOLVO ;S90 T8 INSCRIPT;G;>100;2018; 274.191 ;S90;;;
FORD ;MUSTANG SHELBY GT;G;>100;2016; 273.852 ;MUSTANG;;;
VW ;COMIL CAMPIONE R;D;>100;2019; 273.669 ;COMIL;;;
VOLVO ;VM 330 6X4R;D;>100;2020; 273.647 ;VM;;;
VW ;30.330 CRC 8X2;D;>100;2020; 273.647 ;30.330;;;
VOLVO ;FM 480 8X4R;D;>100;2011; 273.506 ;FM;;;
VOLVO ;MPOLO PARADISO DD;D;>100;2013; 273.421 ;MPOLO;;;
BMW ;X4 XDRIVE30I;G;>100;2019; 273.337 ;X4;;;
VOLVO ;FH 500 6X4T;D;>100;2015; 273.326 ;FH;;;
BMW ;X3 XDRIVE30I;G;>100;2020; 273.199 ;X3;;;
VOLVO ;VM 330 8X4R;D;>100;2019; 273.149 ;VM;;;
AUDI ;Q7 3.0TDI;D;>100;2016; 272.999 ;Q7;;;
VW ;25.360 CTC 6X2;D;>100;2020; 272.601 ;25.360;;;
VOLVO ;BUSSCAR PANORAMI R;D;>100;2010; 272.504 ;BUSSCAR;;;
AUDI ;A6 3.0TFSI;G;>100;2018; 272.271 ;A6;;;
AUDI ;Q7 3.0TFSI;G;>100;2017; 272.113 ;Q7;;;
AUDI ;A7 SPB 333CV;G;>100;2017; 271.940 ;A7;;;
VOLVO ;FH 500 8X2T;D;>100;2017; 271.422 ;FH;;;
BMW ;M6 COUPE LX91;G;>100;2014; 271.041 ;M6;;;
JAGUAR ;F TYPE 300RD CP;G;>100;2018; 270.998 ;F;;;
BMW ;M3 SEDAN;G;>100;2016; 270.889 ;M3;;;
VOLVO ;COMIL CAMPIONE LD;D;>100;2020; 270.606 ;COMIL;;;
VW ;NEOBUS ROAD R;D;>100;2015; 270.588 ;NEOBUS;;;
BMW ;540I;G;>100;2017; 270.482 ;540I;;;
VOLVO ;FH 540 6X2T;D;>100;2016; 270.021 ;FH;;;
BMW ;M4 CABRIO;G;>100;2015; 269.786 ;M4;;;
FORD ;MUSTANG GT;G;>100;2019; 269.700 ;MUSTANG;;;
JAGUAR ;F TYPE SCOUPE;G;>100;2014; 269.141 ;F;;;
VOLVO ;MASCA ROMA ON;D;>100;2018; 269.125 ;MASCA;;;
VOLVO ;VM 220 4X2R;D;>100;2021; 268.992 ;VM;;;
VOLVO ;VM 220 4X2R;G;>100;2021; 268.992 ;VM;;;
VOLVO ;MPOLO PARADISO DD;D;>100;2012; 268.882 ;MPOLO;;;
VW ;23.230 CRM 6X2;D;>100;2021; 268.735 ;23.230;;;
VW ;23.230 CRM 6X2 4P;D;>100;2021; 268.735 ;23.230;;;
VOLVO ;MPOLO VIAGGIO R;D;>100;2018; 268.679 ;MPOLO;;;
VOLVO ;B9R INDUST SUP.ON;D;>100;2010; 268.629 ;B9R;;;
BMW ;X1 X25I ACTIVEFLEX;G;>100;2021; 268.438 ;X1;;;
VOLVO ;VM 330 4X2R;D;>100;2021; 268.351 ;VM;;;
VOLVO ;FH 460 6X2T;D;>100;2017; 267.951 ;FH;;;
BMW ;M4 CABRIO;G;>100;2014; 267.300 ;M4;;;
VW ;17.280 CRM 4X2 4P;D;>100;2021; 267.203 ;17.280;;;
VW ;17.280 CRM 4X2;D;>100;2021; 267.203 ;17.280;;;
VW ;NEOBUS MEGA U;D;>100;2021; 267.203 ;NEOBUS;;;
VOLVO ;XC60 T8 R DESIGN;G;>100;2020; 266.996 ;XC60;;;
VOLVO ;FH 540 6X4T;D;>100;2014; 266.796 ;FH;;;
VOLVO ;NEOBUS ROAD R;D;>100;2015; 266.774 ;NEOBUS;;;
CHEVROLET ;CORVETTE STI;G;>100;2015; 266.769 ;CORVETTE;;;
VOLVO ;FH 500 6X2T;D;>100;2016; 266.528 ;FH;;;
BMW ;540I;G;>100;2016; 266.430 ;540I;;;
VOLVO ;XC90 D5 INSCRIPT;D;>100;2017; 266.242 ;XC90;;;
VOLVO ;COMIL CAMPIONE LD;D;>100;2019; 266.017 ;COMIL;;;
FORD ;MUSTANG GTPREMIUM;G;>100;2019; 265.902 ;MUSTANG;;;
VOLVO ;BUSSCAR VBUSS R;D;>100;2019; 265.606 ;BUSSCAR;;;
VOLVO ;FH 460 6X4T;D;>100;2015; 265.107 ;FH;;;
BMW ;740I YA61;G;>100;2014; 264.975 ;740I;;;
VOLVO ;IRIZAR PB R;D;>100;2015; 264.892 ;IRIZAR;;;
VOLVO ;FH 420 6X2T;D;>100;2017; 264.728 ;FH;;;
AUDI ;RS3 LM 2.5TFSI;G;>100;2018; 264.642 ;RS3;;;
VOLVO ;B9R INDUST SUP.ON;D;>100;2009; 264.378 ;B9R;;;
VOLVO ;MPOLO PARADISO DD;D;>100;2011; 264.165 ;MPOLO;;;
VOLVO ;XC60 T8 INSCRIPT;G;>100;2020; 264.072 ;XC60;;;
VOLVO ;FH 500 8X2T;D;>100;2016; 263.912 ;FH;;;
CHEVROLET ;CORVETTE STI;G;>100;2014; 263.818 ;CORVETTE;;;
BMW ;X6 M;G;>100;2015; 263.788 ;X6;;;
CHEVROLET ;CORVETTE 1LT;G;>100;2017; 263.168 ;CORVETTE;;;
BMW ;M135I XDRIVE;G;>100;2021; 262.976 ;M135I;;;
BMW ;320I;G;>100;2021; 262.388 ;320I;;;
VW ;MPOLO IDEALE R;D;>100;2016; 262.294 ;MPOLO;;;
BMW ;Z4 SDRIVE30I;G;>100;2019; 262.087 ;Z4;;;
BMW ;M6 COUPE LX91;G;>100;2013; 261.832 ;M6;;;
VW ;31.390 CRC 6X4;D;>100;2019; 261.256 ;31.390;;;
BMW ;X2 M35I;G;>100;2020; 260.966 ;X2;;;
VW ;COMIL VERSATILE R;D;>100;2020; 260.892 ;COMIL;;;
CHEVROLET ;CORVETTE S;G;>100;2015; 260.776 ;CORVETTE;;;
VOLVO ;FM 440 8X4R;D;>100;2011; 260.692 ;FM;;;
VW ;COMIL CAMPIONE R;D;>100;2018; 260.638 ;COMIL;;;
VOLVO ;VM 270 8X2R;D;>100;2020; 260.512 ;VM;;;
FORD ;MUSTANG GT;G;>100;2018; 260.255 ;MUSTANG;;;
AUDI ;RS3 LM 2.5TFSI;G;>100;2017; 260.209 ;RS3;;;
BMW ;M6 GRAN COUPE;G;>100;2014; 259.949 ;M6;;;
VOLVO ;VM330 6X2R;D;>100;2020; 259.780 ;VM330;;;
BMW ;X5 XDRIVE 50I;G;>100;2016; 259.751 ;X5;;;
VOLVO ;BUSSCAR PANORAMI R;D;>100;2009; 259.722 ;BUSSCAR;;;
VW ;INDUSCAR SOLAR R;D;>100;2018; 259.664 ;INDUSCAR;;;
VOLVO ;XC90 T6 MOMENTUM;G;>100;2020; 259.201 ;XC90;;;
TOYOTA ;HILUX CDGRSA4KD;D;>100;2021; 259.060 ;HILUX;;;
AUDI ;Q5 2.0T BLINDADO;G;>100;2018; 258.999 ;Q5;;;
VOLVO ;FH 500 6X4T;D;>100;2014; 258.911 ;FH;;;
BMW ;530E IPERFORMANCE;G;>100;2018; 258.802 ;530E;;;
NISSAN ;GT R;G;>100;2011; 258.789 ;GT;;;
VOLVO ;MPOLO USATEC UM.ON;D;>100;2008; 258.539 ;MPOLO;;;
AUDI ;RSQ3 340CV;G;>100;2018; 258.359 ;RSQ3;;;
FORD ;EDGE ST GTDI;G;>100;2020; 258.330 ;EDGE;;;
VW ;31.280 CRM 6X4;D;>100;2020; 258.104 ;31.280;;;
VOLVO ;FH 500 8X2T;D;>100;2015; 258.061 ;FH;;;
VOLVO ;XC90 T6 INSCRIPT;G;>100;2018; 257.930 ;XC90;;;
JAGUAR ;F TYPE CABRIO;G;>100;2014; 257.924 ;F;;;
VOLVO ;FM 380 6X2T;D;>100;2017; 257.795 ;FM;;;
VOLVO ;FM 500 6X4T;D;>100;2015; 257.784 ;FM;;;
VOLVO ;FH 540 6X4T;G;>100;2014; 257.698 ;FH;;;
VW ;MASCA ROMA 350R O;D;>100;2014; 257.694 ;MASCA;;;
VOLVO ;VM 270 6X4R;D;>100;2020; 257.321 ;VM;;;
FORD ;MUSTANG GTPREMIUM;G;>100;2017; 257.291 ;MUSTANG;;;
VOLVO ;XC90 D5 INSCRIPT;D;>100;2016; 257.200 ;XC90;;;
VW ;MPOLO PARADISO R;D;>100;2015; 257.168 ;MPOLO;;;
TOYOTA ;CAMRY XLE;G;>100;2021; 257.100 ;CAMRY;;;
VOLVO ;COMIL CAMPIONE DD;D;>100;2014; 257.092 ;COMIL;;;
VW ;NEOBUS MINI ESC;D;>100;2021; 256.857 ;NEOBUS;;;
CHEVROLET ;CAMARO 2SS;G;>100;2019; 256.847 ;CAMARO;;;
AUDI ;Q7 3.0TFSI;G;>100;2016; 256.395 ;Q7;;;
VW ;19.420 CTC 4X2;D;>100;2020; 256.387 ;19.420;;;
VOLVO ;MASCA ROMA ON;D;>100;2017; 256.310 ;MASCA;;;
BMW ;740I YA61;G;>100;2013; 256.178 ;740I;;;
VOLVO ;VM 330 8X2R;G;>100;2019; 255.889 ;VM;;;
VOLVO ;MPOLO VIAGGIO R;D;>100;2017; 255.885 ;MPOLO;;;
BMW ;X4 XDRIVE30I;G;>100;2018; 255.751 ;X4;;;
TOYOTA ;RAV4H SXAWD CNT;G;>100;2021; 255.514 ;RAV4H;;;
VW ;NEOBUS ROAD R;D;>100;2014; 255.450 ;NEOBUS;;;
FORD ;CARGO 2842 AT;D;>100;2019; 255.362 ;CARGO;;;
AUDI ;A6 3.0TFSI;G;>100;2017; 255.341 ;A6;;;
AUDI ;R8 4.2 FSI;G;>100;2008; 255.330 ;R8;;;
AUDI ;Q5 2.0T BLINDADO;G;>100;2017; 255.325 ;Q5;;;
VOLVO ;COMIL CAMPIONE R;D;>100;2014; 255.155 ;COMIL;;;
FORD ;EDGE ST GTDI;G;>100;2019; 254.904 ;EDGE;;;
VW ;31.330 BMB CRC CM;D;>100;2019; 254.892 ;31.330;;;
AUDI ;TTS CP 2.0TFSI;G;>100;2018; 254.705 ;TTS;;;
JAGUAR ;F TYPE CABRIO;G;>100;2013; 254.522 ;F;;;
JAGUAR ;XJ SCSUPERSPORT;G;>100;2012; 254.290 ;XJ;;;
AUDI ;RS5 4.2FSI;G;>100;2015; 254.169 ;RS5;;;
KIA ;G CARNIVAL EX 3.3;G;>100;2020; 254.051 ;G;;;
VOLVO ;FH 460 4X2T;D;>100;2017; 253.996 ;FH;;;
AUDI ;RS3 SPB 2.5TFSI;G;>100;2018; 253.910 ;RS3;;;
DODGE ;VIPER SRT 10;G;>100;2009; 253.826 ;VIPER;;;
VW ;17.260 CRM 4X2 4P;D;>100;2021; 253.809 ;17.260;;;
VW ;17.260 CRM 4X2;D;>100;2021; 253.809 ;17.260;;;
VW ;INDUSCAR APACHE U;D;>100;2021; 253.590 ;INDUSCAR;;;
VW ;INDUSCAR FOZ U;D;>100;2021; 253.590 ;INDUSCAR;;;
VW ;NEOBUS TH O;D;>100;2021; 253.564 ;NEOBUS;;;
VW ;26.280 CRM 6X4;D;>100;2020; 253.418 ;26.280;;;
VOLVO ;COMIL CAMPIONE LD;D;>100;2018; 253.350 ;COMIL;;;
AUDI ;Q5 2.0TSFI BL;G;>100;2018; 253.309 ;Q5;;;
VOLVO ;B9R INDUST SUP.ON;D;>100;2008; 253.289 ;B9R;;;
JAGUAR ;XJ SCSUPERSPORT;G;>100;2011; 253.124 ;XJ;;;
VW ;24.330 CRC 6X2;D;>100;2020; 253.113 ;24.330;;;
VOLVO ;BUSSCAR VBUSS R;D;>100;2018; 252.959 ;BUSSCAR;;;
BMW ;M6 COUPE LX91;G;>100;2012; 252.666 ;M6;;;
VOLVO ;XC90 T6 INSCRIPT;G;>100;2017; 252.577 ;XC90;;;
VW ;30.280 CRM 8X2;D;>100;2020; 252.541 ;30.280;;;
VW ;18.320 EOT IRIZAR PB;D;>100;2016; 252.411 ;18.320;;;
VOLVO ;XC90 T6 AWD;G;>100;2017; 252.364 ;XC90;;;
VOLVO ;MPOLO PARADISO R;D;>100;2015; 252.264 ;MPOLO;;;
VW ;17.190 CRM 4X2 ROB 4P;D;>100;2021; 251.904 ;17.190;;;
VW ;17.190 CRM 4X2 ROB;D;>100;2021; 251.904 ;17.190;;;
VOLVO ;XC60 T8 R DESIGN;G;>100;2019; 251.465 ;XC60;;;
VOLVO ;FH 540 6X4T;D;>100;2013; 251.187 ;FH;;;
BMW ;430I CABRIO;G;>100;2020; 251.144 ;430I;;;
BMW ;750I YA81;G;>100;2014; 251.034 ;750I;;;
FORD ;MUSTANG GT;G;>100;2017; 250.888 ;MUSTANG;;;
AUDI ;A8 LG 310CV;G;>100;2015; 250.737 ;A8;;;
BMW ;M4 COUPE;G;>100;2015; 250.207 ;M4;;;
VOLVO ;BUSSCAR PANORAMI R;D;>100;2008; 249.901 ;BUSSCAR;;;
VW ;MASCA GRANMICRO E O;D;>100;2021; 249.848 ;MASCA;;;
VW ;MPOLO IDEALE R;D;>100;2015; 249.805 ;MPOLO;;;
VOLVO ;MASCA GRANVIA;D;>100;2021; 249.759 ;MASCA;;;
VW ;INDUSCAR SOLAR R;D;>100;2017; 249.506 ;INDUSCAR;;;
VOLVO ;FM 370 6X2T;D;>100;2018; 249.354 ;FM;;;
VW ;MASCA ROMA;D;>100;2017; 249.260 ;MASCA;;;
VOLVO ;XC60 T8 INSCRIPT;G;>100;2019; 249.154 ;XC60;;;
BMW ;X5 M50D;D;>100;2015; 248.944 ;X5;;;
JEEP ;GCHEROKEE LTD CRD;D;>100;2018; 248.579 ;GCHEROKEE;;;
BMW ;M3 SEDAN;G;>100;2015; 248.399 ;M3;;;
BMW ;M6 GRAN COUPE;G;>100;2013; 248.360 ;M6;;;
FORD ;MUSTANG SHELBY GT;G;>100;2015; 248.292 ;MUSTANG;;;
VOLVO ;FM 380 6X2T;D;>100;2016; 248.123 ;FM;;;
VOLVO ;XC60 T8 INSCRIPT;G;>100;2018; 248.054 ;XC60;;;
BMW ;X6 M;G;>100;2014; 248.040 ;X6;;;
BMW ;X5 M50D;D;>100;2014; 247.791 ;X5;;;
BMW ;M5 FV91;G;>100;2014; 247.755 ;M5;;;
BMW ;M240I;G;>100;2018; 247.624 ;M240I;;;
BMW ;X4 XDRIVE30I;G;>100;2018; 247.509 ;X4;;;
CHEVROLET ;CORVETTE 1LT;G;>100;2015; 247.461 ;CORVETTE;;;
VOLVO ;XC90 D5 MOMENTUM;D;>100;2018; 247.445 ;XC90;;;
VOLVO ;FM 460 6X4T;D;>100;2016; 247.340 ;FM;;;
BMW ;M2;G;>100;2017; 247.324 ;M2;;;
AUDI ;TTS RD 2.0TFSI;G;>100;2017; 246.782 ;TTS;;;
BMW ;X3 XDRIVE30I;G;>100;2019; 246.774 ;X3;;;
BMW ;X2 M35I;G;>100;2019; 246.725 ;X2;;;
BMW ;430I CABRIO;G;>100;2019; 246.531 ;430I;;;
BMW ;X5 XDRIVE30D;D;>100;2017; 246.385 ;X5;;;
VW ;30.280 CRM 8X2;D;>100;2019; 246.344 ;30.280;;;
VOLVO ;XC60 T8 R DESIGN;G;>100;2018; 246.298 ;XC60;;;
VW ;14.190 CRM 4X2;D;>100;2021; 245.907 ;14.190;;;
BMW ;X5 XDRIVE 50I;G;>100;2015; 245.817 ;X5;;;
VOLVO ;FH 460 8X2T;D;>100;2015; 245.751 ;FH;;;
AUDI ;S7 4.0TFSI;G;>100;2014; 245.721 ;S7;;;
HYUNDAI ;SANTA FE 3.5;D;>100;2019; 245.681 ;SANTA;;;
VW ;MPOLO PARADISO R;D;>100;2014; 245.568 ;MPOLO;;;
VOLVO ;VM 330 8X4R;D;>100;2018; 245.421 ;VM;;;
FORD ;MUSTANG GT COUPE;G;>100;2017; 245.369 ;MUSTANG;;;
VW ;17.230 CRM 4X2 4P;D;>100;2021; 245.296 ;17.230;;;
VW ;17.230 CRM 4X2;D;>100;2021; 245.296 ;17.230;;;
BMW ;750I YA81;G;>100;2013; 244.834 ;750I;;;
VOLVO ;VM 330 8X2R;D;>100;2019; 244.623 ;VM;;;
VW ;17.190 CRM 4X2;D;>100;2021; 244.598 ;17.190;;;
VW ;17.190 CRM 4X2 4P;D;>100;2021; 244.598 ;17.190;;;
VOLVO ;FH 540 6X2T;D;>100;2015; 244.584 ;FH;;;
VW ;24.330 CRC 6X2 VTR;D;>100;2020; 244.516 ;24.330;;;
VOLVO ;MASCA ROMA ON;D;>100;2016; 244.106 ;MASCA;;;
VOLVO ;XC40 T4 INSCRIPT;G;>100;2021; 244.088 ;XC40;;;
VOLVO ;XC90 T8 INSCRIPT;G;>100;2016; 243.605 ;XC90;;;
VOLVO ;VM 330 6X4R;G;>100;2019; 243.524 ;VM;;;
VOLVO ;FH 420 4X2T;D;>100;2017; 243.403 ;FH;;;
VW ;24.280 ITURRI BOMB;D;>100;2020; 243.390 ;24.280;;;
VOLVO ;FM 480 8X4R;D;>100;2010; 243.326 ;FM;;;
VOLVO ;VM 270 8X4R;D;>100;2019; 243.100 ;VM;;;
VOLVO ;FM 460 6X4T;D;>100;2015; 243.099 ;FM;;;
VW ;25.420 CTC 6X2;D;>100;2019; 242.666 ;25.420;;;
VOLVO ;BUSSCAR VBUSS R;D;>100;2017; 242.578 ;BUSSCAR;;;
VW ;COMIL VERSATILE R;D;>100;2019; 242.417 ;COMIL;;;
VW ;25.360 CTC 6X2;D;>100;2019; 242.170 ;25.360;;;
FORD ;EDGE ST GTDI;G;>100;2018; 242.159 ;EDGE;;;
VW ;25.390 CTC 6X2;D;>100;2019; 241.996 ;25.390;;;
AUDI ;A8 4.2 FSI;G;>100;2012; 241.825 ;A8;;;
VOLVO ;B9R INDUST SUP.ON;D;>100;2007; 241.664 ;B9R;;;
AUDI ;Q5 2.0TSFI BL;G;>100;2017; 241.530 ;Q5;;;
BMW ;X2 M35I;G;>100;2018; 241.416 ;X2;;;
VW ;COMIL CAMPIONE R;D;>100;2017; 241.356 ;COMIL;;;
VOLVO ;XC90 T6 MOMENTUM;G;>100;2019; 241.184 ;XC90;;;
VW ;31.330 CRC 6X4;D;>100;2019; 241.145 ;31.330;;;
VOLVO ;FH 460 8X2T;D;>100;2014; 241.135 ;FH;;;
AUDI ;RS5 4.2FSI;G;>100;2014; 240.535 ;RS5;;;
VOLVO ;IRIZAR PB R;D;>100;2014; 240.496 ;IRIZAR;;;
VW ;18.320 EOT IRIZAR PB;D;>100;2015; 240.392 ;18.320;;;
TOYOTA ;HILUX SWDMDA4JD;D;>100;2020; 240.339 ;HILUX;;;
VW ;MPOLO SEN MIDI ON;D;>100;2018; 240.291 ;MPOLO;;;
TOYOTA ;RAV4H S AWD CNT;G;>100;2021; 240.280 ;RAV4H;;;
VW ;30.330 CRC 8X2;D;>100;2019; 240.277 ;30.330;;;
VOLVO ;BUSSCAR PANORAMI R;D;>100;2007; 239.884 ;BUSSCAR;;;
BMW ;M3 SEDAN;G;>100;2014; 239.811 ;M3;;;
FORD ;CARGO 2042 AT;D;>100;2019; 239.757 ;CARGO;;;
VOLVO ;VM 270 8X2R;D;>100;2019; 239.628 ;VM;;;
VOLVO ;COMIL CAMPIONE LD;D;>100;2017; 239.375 ;COMIL;;;
JEEP ;WRANGLER UNL SAHA;G;>100;2019; 239.132 ;WRANGLER;;;
HYUNDAI ;SANTA FE 3.5;G;>100;2019; 238.975 ;SANTA;;;
VOLVO ;VM330 6X2R;D;>100;2019; 238.551 ;VM330;;;
VOLVO ;FH 500 6X2T;D;>100;2015; 238.372 ;FH;;;
VOLVO ;XC60 D5 MOMENTUM;D;>100;2020; 238.338 ;XC60;;;
VOLVO ;VM 330 4X2T;D;>100;2020; 238.318 ;VM;;;
VW ;31.330 BMB CRC CM;D;>100;2018; 238.003 ;31.330;;;
BMW ;X5 XDRIVE30D;D;>100;2016; 237.956 ;X5;;;
VOLVO ;FH 540 6X4T;D;>100;2012; 237.448 ;FH;;;
VOLVO ;MPOLO VIAGGIO R;D;>100;2016; 237.393 ;MPOLO;;;
VW ;MASCA ROMA;D;>100;2016; 237.390 ;MASCA;;;
VW ;26.420 CTC 6X4;D;>100;2018; 237.284 ;26.420;;;
BMW ;X6 XDRIVE50I;G;>100;2015; 237.167 ;X6;;;
BMW ;X6 XDRIVE50I;G;>100;2014; 237.085 ;X6;;;
VW ;MASCA GRAN MIDI U;D;>100;2021; 236.796 ;MASCA;;;
VOLVO ;FH 500 8X2T;D;>100;2014; 236.701 ;FH;;;
VOLVO ;FH 460 6X4T;D;>100;2014; 236.466 ;FH;;;
VOLVO ;NEOBUS ROAD R;D;>100;2014; 236.445 ;NEOBUS;;;
VW ;15.190 EOD E.HD ORE;D;>100;2021; 236.139 ;15.190;;;
VOLVO ;FM 380 6X2T;D;>100;2015; 236.130 ;FM;;;
BMW ;M4 COUPE;G;>100;2014; 236.064 ;M4;;;
VW ;19.360 CTC 4X2;D;>100;2020; 235.946 ;19.360;;;
BMW ;330E;G;>100;2020; 235.897 ;330E;;;
JEEP ;GCHEROKEE LTD CRD;D;>100;2017; 235.736 ;GCHEROKEE;;;
VW ;26.390 CTC 6X4;D;>100;2018; 235.734 ;26.390;;;
TOYOTA ;HILUX CDSRXA4FD;D;>100;2021; 235.686 ;HILUX;;;
VW ;INDUSCAR SOLAR R;D;>100;2016; 235.523 ;INDUSCAR;;;
VOLVO ;XC90 D5 MOMENTUM;D;>100;2017; 235.388 ;XC90;;;
VW ;30.280 CRM 8X2;D;>100;2018; 235.266 ;30.280;;;
FORD ;MUSTANG GT;G;>100;2016; 234.908 ;MUSTANG;;;
VOLVO ;FM 420 6X4R;D;>100;2014; 234.747 ;FM;;;
VW ;MPOLO PARADISO R;D;>100;2013; 234.492 ;MPOLO;;;
VW ;19.330 CTC 4X2;D;>100;2020; 234.354 ;19.330;;;
VOLVO ;COMIL CAMPIONE R;D;>100;2013; 234.337 ;COMIL;;;
BMW ;X3 XDRIVE20I;G;>100;2020; 234.016 ;X3;;;
BMW ;X3 XDRIVE20I;G;>100;2020; 234.016 ;X3;;;
BMW ;X2 S20I ACTIVEFLEX;G;>100;2021; 233.945 ;X2;;;
VW ;24.280 ITURRI BOMB;D;>100;2019; 233.936 ;24.280;;;
BMW ;M2;G;>100;2016; 233.551 ;M2;;;
VOLVO ;VM 270 6X4R;D;>100;2019; 233.499 ;VM;;;
VW ;26.420 CTC 6X4;D;>100;2017; 233.479 ;26.420;;;
VW ;NEOBUS ROAD R;D;>100;2013; 233.437 ;NEOBUS;;;
BMW ;X5 XDRIVE35I;G;>100;2017; 233.409 ;X5;;;
VOLVO ;NEOBUS MEGA;D;>100;2019; 233.390 ;NEOBUS;;;
VOLVO ;FM 380 6X2T;D;>100;2014; 233.210 ;FM;;;
CHEVROLET ;CORVETTE S;G;>100;2014; 233.101 ;CORVETTE;;;
CHEVROLET ;CORVETTE GS;G;>100;2017; 233.079 ;CORVETTE;;;
FIAT ;DUCATO GREENC PAS;D;>100;2021; 233.022 ;DUCATO;;;
BMW ;750I YA81;G;>100;2012; 232.883 ;750I;;;
VW ;31.390 MITREN BOM;D;>100;2017; 232.781 ;31.390;;;
VOLVO ;VM 270 6X2R;D;>100;2020; 232.574 ;VM;;;
VW ;31.390 CRC 6X4;D;>100;2018; 232.551 ;31.390;;;
VOLVO ;MASCA ROMA ON;D;>100;2015; 232.481 ;MASCA;;;
